82	老雕洞	0	1	0	0	0	0	0	0	0
83	狮王洞	0	1	0	0	0	0	0	0	0
84	朱紫国	0	0	0	0	0	0	0	0	0
85	蓬莱仙岛	0	0	0	0	0	3000	135	0	0
86	麒麟山	0	0	0	0	0	3000	95	0	0
87	太岁府	0	0	0	0	0	3000	0	0	0
88	魔王居	0	1	0	0	0	3000	0	0	0
90	高老庄大厅	0	1	0	0	0	3000	0	0	0
91	乾坤殿	0	1	0	0	0	3000	0	0	0
93	江州民居	0	1	0	0	0	3000	0	0	0
94	江州衙门	0	1	0	0	0	3000	0	0	0
95	潮音洞	0	1	0	0	0	3000	0	0	0
96	森罗殿	0	1	0	0	0	3000	0	0	0
97	地藏王府	0	1	0	0	0	3000	0	0	0
98	轮回司	0	1	0	0	0	3000	0	0	0
99	大唐官府	0	1	0	0	0	3000	0	0	0
100	盘丝洞	0	1	0	0	0	3000	0	0	0
101	大雄宝殿	0	1	0	0	0	3000	0	0	0
102	光华殿	0	1	0	0	0	3000	0	0	0
103	朱紫皇宫	0	1	0	0	0	3000	0	0	0
104	灵台宫	0	1	0	0	0	3000	0	0	0
105	看守所	0	1	0	0	0	3000	0	0	0
106	仙缘洞天	0	0	0	0	0	3000	0	0	0
107	女娲神迹	0	0	0	0	0	3000	108	0	0
108	长寿村	0	0	0	1	2	3000	0	0	0
109	长寿村杂货铺	0	0	0	0	0	3000	0	0	0
110	长寿村药店	0	0	0	0	0	3000	0	0	0
111	村长家	0	0	0	0	0	3000	0	0	0
112	长寿村武器店	0	0	0	0	0	3000	0	0	0
113	长寿村酒馆	0	0	0	0	0	3000	0	0	0
114	酒店上房	0	0	0	0	0	3000	0	0	0
115	长寿村民居	0	0	0	0	0	3000	0	0	0
116	长寿村民居	0	0	0	0	0	3000	0	0	0
117	长寿村服饰店	0	0	0	0	0	3000	0	0	0
118	长寿村钱庄	0	0	0	0	0	3000	0	0	0
119	藏经阁	1	0	0	0	0	3000	0	0	0
120	大雁塔五层	2	0	0	0	0	3000	24	0	0
121	大雁塔六层	2	0	0	0	0	3000	29	0	0
122	万胜武器店	0	1	0	0	0	0	0	0	0
123	运来酒店	0	1	0	0	0	0	0	0	0
124	镇远武馆	0	1	0	0	0	0	0	0	0
125	锦绣饰品店	0	1	0	0	0	0	0	0	0
126	张记布庄	0	1	0	0	0	0	0	0	0
127	福隆当铺	0	1	0	0	0	0	0	0	0
128	长乐赌坊	0	1	0	0	0	0	0	0	0
129	清音坊	0	1	0	0	0	0	0	0	0
130	留香阁	0	1	0	0	0	0	0	0	0
131	怜香轩	0	1	0	0	0	0	0	0	0
132	惜玉轩	0	1	0	0	0	0	0	0	0
133	衙门	0	1	0	0	0	0	0	0	0
134	秦琼府	0	1	0	0	0	0	0	0	0
135	秦府内室	0	1	0	0	0	0	0	0	0
136	丞相府	0	1	0	0	0	0	0	0	0
137	金銮殿	0	1	0	0	0	0	0	0	0
138	国子监书库	0	1	0	0	0	0	0	0	0
139	平安福寿店	0	1	0	0	0	0	0	0	0
140	广源钱庄	0	1	0	0	0	0	0	0	0
141	长安民居	0	1	0	0	0	0	0	0	0
142	长安酒楼	0	1	0	0	0	0	0	0	0
143	长安酒店二楼	0	1	0	0	0	0	0	0	0
144	回春堂	0	1	0	0	0	0	0	0	0
145	长风镖局	0	1	0	0	0	0	0	0	0
146	运来酒店	0	1	0	0	0	0	0	0	0
147	南北杂货店	0	1	0	0	0	0	0	0	0
148	冯记铁铺	0	1	0	0	0	0	0	0	0
149	一级帮派	6	0	0	2	0	3000	30	0	0
150	二级帮派	6	0	0	2	0	3000	30	0	0
151	三级帮派	6	0	0	2	0	3000	30	0	0
152	四级帮派	6	0	0	2	0	3000	30	0	0
153	五级帮派	6	0	0	2	0	3000	30	0	0
154	帮派大厅	6	1	0	0	0	3000	30	0	0
155	修炼洞	6	1	0	0	0	3000	30	0	0
156	书院	6	1	0	0	0	3000	30	0	0
157	福利房	6	1	0	0	0	3000	30	0	0
158	金库	6	1	0	0	0	3000	30	0	0
800	活动场地	0	0	0	1	2	3000	0	0	0
250	小西天	0	0	0	1	3	3000	120	0	0
251	小雷音寺	0	0	0	1	3	3000	125	0	0
252	苦行虚空	0	1	0	0	0	3000	0	0	0
253	武神坛	0	1	0	0	0	0	0	0	0
254	武神坛	0	1	0	0	0	0	0	0	0
255	武神坛	0	1	0	0	0	0	0	0	0
256	武神坛	0	1	0	0	0	0	0	0	0
257	武神坛	0	1	0	0	0	0	0	0	0
258	武神坛	0	1	0	0	0	0	0	0	0
259	武神坛	0	1	0	0	0	0	0	0	0
260	武神坛	0	1	0	0	0	0	0	0	0
261	武神坛	0	1	0	0	0	0	0	0	0
262	武神坛	0	1	0	0	0	0	0	0	0
264	春园桃色	0	1	0	0	0	0	0	0	0
265	天宫	7	1	0	0	0	0	0	0	0
266	花果山	7	1	0	0	0	0	0	0	0
267	凌霄宝殿	7	1	0	0	0	0	0	0	0
268	月宫	7	1	0	0	0	0	0	0	0
269	大雷音寺	7	1	0	0	0	0	0	0	0
263	西凉女儿国	0	1	0	0	0	0	0	0	0
270	子母河底	0	1	0	0	0	3000	60	0	0
271	解阳山	0	1	0	0	0	3000	75	0	0
272	三级庭院	8	1	0	0	0	3000	0	0	0
273	天下论剑	11	1	0	0	0	3000	0	0	0
56400	帮战战场	9	0	3	1	1	3000	30	0	0
56401	帮战战场	9	0	0	1	1	3000	30	0	0
56402	帮战战场	9	0	0	1	1	3000	30	0	0
56403	帮战战场	9	0	0	1	1	3000	30	0	0
56404	帮战战场	9	0	0	1	1	3000	30	0	0
56405	帮战战场	9	0	0	1	1	3000	30	0	0
56406	帮战战场	9	0	0	1	1	3000	30	0	0
56407	帮战战场	9	0	0	1	1	3000	30	0	0
500	仙人幻境	0	0	0	1	3	0	5	0	1
56600	崭露头角（一）	11	0	0	2	0	3000	30	0	1
56601	崭露头角（二）	11	0	0	2	0	3000	30	0	1
56602	崭露头角（三）	11	0	0	2	0	3000	30	0	1
56603	崭露头角（四）	11	0	0	2	0	3000	30	0	1
56620	出类拔萃（一）	11	0	0	2	0	3000	30	0	1
56621	出类拔萃（二）	11	0	0	2	0	3000	30	0	1
56622	出类拔萃（三）	11	0	0	2	0	3000	30	0	1
56623	出类拔萃（四）	11	0	0	2	0	3000	30	0	1
56630	纵横江湖（一）	11	0	0	2	0	3000	30	0	1
56631	纵横江湖（二）	11	0	0	2	0	3000	30	0	1
56632	纵横江湖（三）	11	0	0	2	0	3000	30	0	1
56633	纵横江湖（四）	11	0	0	2	0	3000	30	0	1
56640	扬名立万（一）	11	0	0	2	0	3000	30	0	1
56641	扬名立万（二）	11	0	0	2	0	3000	30	0	1
56642	扬名立万（三）	11	0	0	2	0	3000	30	0	1
56643	扬名立万（四）	11	0	0	2	0	3000	30	0	1
56650	天外飞仙（一）	11	0	0	2	0	3000	30	0	1
56651	天外飞仙（二）	11	0	0	2	0	3000	30	0	1
56652	天外飞仙（三）	11	0	0	2	0	3000	30	0	1
56653	天外飞仙（四）	11	0	0	2	0	3000	30	0	1
58000	草民居一期	8	0	0	0	0	3000	30	0	1
501	真君庙	0	0	0	0	0	3000	0	0	0
502	妖魔洞	0	0	0	0	0	3000	0	0	0
503	废弃的御花园	0	0	0	0	0	30000	255	0	0
504	乌鸡国皇宫	0	0	0	0	0	0	0	0	0
2016	锁妖塔	1	0	0	0	0	0	10	0	0
2017	锁妖塔二层	1	0	0	0	0	0	10	0	0
2018	锁妖塔三层	1	0	0	0	0	0	10	0	0
2020	锁妖塔四层	1	0	0	0	0	0	10	0	0
2021	锁妖塔五层	1	0	0	0	0	0	10	0	0
1002	淮北市小上海	1	0	0	0	0	0	10	0	0
